seqn,split
98585,train
98586,test
98589,train
98592,test
98594,val
98595,train
98597,train
98598,val
98599,val
98600,train
98601,val
98602,train
98603,train
98605,val
98606,train
98609,val
98610,train
98611,train
98614,train
98615,train
98616,test
98617,test
98622,train
98624,train
98627,train
98628,val
98629,train
98630,train
98631,train
98634,train
98638,test
98641,train
98645,train
98646,test
98648,train
98649,val
98650,train
98651,train
98653,train
98656,test
98657,val
98661,train
98662,val
98666,val
98667,train
98669,train
98673,train
98675,val
98677,train
98679,test
98680,train
98681,train
98682,train
98684,train
98685,train
98687,train
98689,test
98690,train
98691,train
98692,val
98693,train
98694,train
98698,train
98699,val
98701,train
98703,train
98705,test
98707,train
98708,train
98710,train
98711,train
98713,test
98714,test
98716,train
98717,train
98718,train
98721,test
98722,train
98724,train
98725,train
98726,val
98728,train
98729,train
98732,train
98733,train
98734,test
98740,train
98741,train
98742,train
98743,train
98744,train
98745,train
98746,train
98747,train
98748,val
98749,train
98751,train
98752,test
98755,train
98756,train
98757,test
98759,train
98762,train
98763,train
98767,train
98768,train
98769,test
98770,train
98772,train
98775,train
98776,train
98778,val
98780,train
98781,val
98782,train
98783,val
98784,val
98788,train
98789,train
98790,train
98791,test
98793,train
98796,val
98797,train
98799,val
98803,train
98804,val
98806,train
98807,train
98810,train
98812,train
98813,train
98814,val
98815,train
98817,train
98819,train
98820,train
98821,train
98822,train
98823,train
98824,test
98827,train
98828,train
98830,train
98832,test
98833,test
98834,val
98837,val
98838,train
98839,train
98840,train
98842,val
98843,train
98844,train
98845,train
98846,train
98847,train
98848,train
98851,train
98853,train
98854,val
98857,val
98858,train
98864,val
98865,test
98867,train
98868,train
98869,test
98870,val
98872,test
98876,train
98877,train
98878,train
98880,train
98884,val
98891,train
98892,train
98893,train
98894,train
98895,train
98898,val
98899,train
98900,train
98901,train
98902,train
98903,train
98904,train
98905,train
98906,train
98907,train
98909,train
98910,val
98912,train
98914,train
98916,test
98917,test
98918,train
98920,val
98921,train
98922,train
98923,train
98924,train
98925,train
98926,val
98928,val
98929,train
98931,test
98932,train
98933,train
98934,val
98935,val
98936,train
98940,test
98941,train
98944,test
98945,val
98946,train
98947,train
98948,train
98951,train
98952,val
98955,train
98957,train
98958,train
98959,train
98960,train
98961,test
98964,train
98965,train
98966,train
98968,test
98971,val
98972,train
98976,train
98977,train
98980,train
98981,train
98982,train
98983,train
98985,test
98988,val
98989,test
98990,train
98992,train
98994,train
98995,train
98996,train
98997,test
98998,train
99001,val
99002,test
99005,train
99007,train
99009,train
99011,train
99012,train
99014,val
99016,train
99018,train
99019,test
99023,test
99024,train
99025,train
99026,train
99028,train
99029,train
99033,test
99036,train
99038,train
99042,test
99044,test
99047,train
99056,train
99057,val
99058,train
99060,train
99062,train
99063,val
99064,train
99067,test
99068,train
99069,train
99070,train
99074,train
99081,train
99083,train
99084,val
99087,val
99089,test
99095,train
99098,test
99099,train
99100,train
99101,val
99102,train
99103,train
99104,train
99105,train
99108,val
99110,test
99111,train
99114,train
99116,train
99117,train
99121,val
99123,train
99125,train
99127,train
99128,train
99130,train
99131,train
99133,train
99134,train
99136,train
99138,train
99140,test
99144,train
99148,val
99151,train
99152,train
99153,train
99154,train
99155,train
99156,train
99157,train
99159,test
99160,train
99167,test
99168,train
99169,train
99171,train
99172,val
99174,test
99175,train
99176,train
99178,train
99179,train
99181,test
99182,test
99183,train
99186,train
99187,train
99188,test
99190,train
99191,train
99193,test
99194,train
99195,train
99197,train
99198,val
99200,train
99204,test
99207,train
99208,train
99209,train
99210,train
99212,train
99220,train
99222,train
99224,train
99226,train
99227,train
99230,val
99231,train
99232,test
99233,train
99234,train
99237,train
99239,train
99240,test
99241,train
99242,train
99243,train
99246,train
99247,train
99248,val
99251,train
99255,train
99256,train
99257,val
99258,train
99259,val
99260,test
99262,train
99263,train
99265,val
99269,train
99270,val
99271,test
99274,test
99277,val
99278,train
99279,train
99280,train
99282,train
99283,train
99284,train
99285,train
99287,val
99289,train
99290,train
99291,val
99292,train
99293,train
99296,train
99297,train
99298,train
99299,val
99300,train
99303,train
99304,train
99305,train
99308,train
99309,train
99310,train
99311,train
99312,val
99313,train
99315,train
99316,test
99318,train
99320,train
99321,val
99322,train
99327,test
99329,train
99330,train
99332,train
99333,val
99335,test
99338,train
99339,val
99340,val
99341,train
99343,train
99344,test
99345,train
99346,train
99348,val
99349,val
99351,train
99353,test
99358,train
99359,test
99361,train
99364,train
99366,train
99370,train
99372,train
99374,train
99376,train
99377,train
99378,test
99380,train
99381,train
99383,train
99385,train
99387,test
99388,train
99389,train
99390,train
99391,train
99392,train
99393,test
99394,train
99396,train
99400,val
99401,train
99402,train
99404,train
99405,train
99407,train
99410,train
99412,val
99415,train
99416,train
99418,test
99419,train
99420,train
99421,val
99422,train
99424,train
99425,val
99427,train
99429,test
99430,test
99431,train
99434,test
99435,train
99436,train
99437,train
99438,train
99439,test
99440,val
99441,train
99442,train
99443,train
99444,train
99446,train
99448,train
99449,train
99452,train
99454,test
99456,train
99457,train
99459,train
99460,val
99461,train
99463,train
99464,train
99465,train
99466,val
99469,train
99470,train
99473,train
99474,train
99475,train
99477,train
99479,train
99481,train
99483,train
99484,val
99486,train
99488,train
99489,val
99492,train
99494,train
99495,train
99496,val
99497,test
99498,train
99499,test
99500,train
99501,test
99503,val
99505,train
99506,train
99507,test
99509,train
99510,train
99511,train
99512,train
99513,test
99514,train
99517,train
99518,train
99519,val
99521,train
99522,test
99524,train
99525,train
99526,train
99531,test
99532,val
99533,val
99534,train
99535,train
99536,test
99538,train
99539,train
99540,test
99541,test
99543,train
99545,train
99548,train
99554,train
99556,train
99563,val
99564,train
99565,train
99568,train
99573,test
99574,train
99575,train
99577,train
99580,train
99583,train
99584,train
99585,test
99589,train
99590,val
99593,val
99596,train
99597,val
99599,train
99600,val
99602,train
99603,test
99605,train
99606,train
99609,train
99610,train
99613,train
99615,test
99616,val
99618,train
99619,train
99621,train
99622,train
99624,val
99625,train
99628,train
99630,train
99631,train
99633,train
99635,test
99636,val
99637,train
99641,train
99643,test
99645,train
99647,train
99653,train
99655,train
99658,train
99659,train
99660,train
99661,test
99662,train
99665,train
99668,train
99670,train
99672,train
99674,val
99675,train
99676,train
99678,val
99679,train
99680,test
99682,val
99683,train
99684,train
99686,train
99689,train
99691,train
99694,train
99695,train
99698,train
99700,val
99702,train
99703,train
99705,train
99708,train
99709,train
99710,train
99711,train
99714,val
99715,train
99716,train
99717,train
99719,test
99720,train
99721,train
99724,train
99726,train
99727,train
99736,train
99740,test
99741,train
99742,train
99743,train
99744,train
99745,train
99747,train
99749,train
99751,train
99754,train
99758,train
99759,test
99760,train
99761,train
99762,val
99763,train
99765,train
99766,train
99768,test
99772,train
99774,train
99776,test
99777,train
99778,test
99779,val
99782,train
99783,train
99785,train
99786,val
99790,train
99792,test
99793,train
99795,train
99797,test
99798,train
99804,train
99806,val
99807,train
99808,val
99811,train
99813,test
99815,train
99816,val
99817,val
99819,train
99820,train
99822,train
99824,train
99825,test
99831,train
99833,test
99834,test
99838,test
99839,train
99840,train
99841,val
99842,val
99844,train
99848,train
99851,train
99852,train
99854,train
99855,train
99856,train
99857,train
99858,train
99861,train
99864,train
99866,train
99867,val
99868,val
99869,test
99870,train
99871,test
99872,test
99873,val
99874,train
99876,train
99879,train
99881,val
99883,train
99884,train
99885,train
99886,test
99887,val
99890,train
99891,train
99893,train
99894,train
99895,train
99896,train
99898,test
99899,train
99900,train
99901,train
99905,train
99907,train
99908,val
99909,train
99910,train
99913,train
99914,train
99918,train
99919,test
99920,test
99922,train
99924,train
99925,train
99926,val
99927,train
99928,train
99929,train
99930,train
99931,val
99932,train
99934,train
99935,train
99937,train
99938,train
99939,val
99941,test
99942,train
99945,test
99947,test
99948,train
99949,train
99950,test
99951,train
99952,val
99953,train
99954,test
99959,val
99961,train
99964,val
99966,val
99969,test
99974,test
99977,val
99979,train
99983,val
99984,train
99985,test
99986,test
99987,train
99989,train
99990,train
99991,val
99992,test
99994,val
99996,test
99997,train
99999,train
100000,test
100001,train
100004,train
100007,val
100008,test
100010,val
100012,train
100013,train
100015,train
100016,train
100018,train
100019,train
100024,train
100025,train
100026,train
100029,train
100032,val
100033,val
100037,train
100039,val
100040,val
100041,train
100043,train
100044,train
100046,train
100047,train
100051,test
100053,val
100055,test
100056,train
100061,train
100062,train
100064,train
100067,train
100068,val
100069,val
100070,train
100071,train
100072,train
100077,train
100079,train
100083,train
100085,train
100087,test
100088,train
100089,test
100090,train
100092,train
100094,train
100095,train
100098,train
100099,val
100100,val
100102,train
100103,val
100105,train
100107,train
100108,val
100110,train
100111,train
100112,train
100113,train
100114,train
100115,train
100116,val
100117,train
100118,train
100119,train
100122,train
100123,train
100127,train
100128,train
100129,train
100133,train
100136,train
100137,test
100142,train
100143,train
100144,train
100145,train
100148,train
100149,test
100150,val
100151,train
100152,test
100154,val
100158,val
100160,train
100162,val
100163,train
100165,train
100167,train
100168,val
100171,val
100172,train
100173,train
100175,train
100178,train
100180,train
100181,train
100185,train
100186,train
100188,train
100190,train
100191,test
100192,val
100194,train
100195,test
100196,train
100200,train
100201,train
100202,train
100203,train
100204,train
100205,train
100206,test
100210,train
100211,train
100212,train
100213,val
100214,val
100216,train
100219,val
100221,train
100222,train
100228,train
100229,test
100230,train
100231,train
100233,val
100234,train
100235,val
100236,train
100238,val
100241,train
100242,train
100243,val
100244,train
100246,train
100247,train
100248,train
100250,train
100251,train
100252,train
100253,test
100254,test
100257,train
100258,train
100261,train
100264,train
100265,train
100266,test
100268,train
100269,train
100270,train
100271,test
100272,train
100273,train
100274,train
100278,train
100280,train
100281,train
100282,train
100283,train
100286,train
100288,train
100289,test
100291,train
100292,train
100293,test
100294,val
100295,train
100297,test
100298,train
100299,train
100301,test
100303,val
100305,val
100309,train
100311,test
100313,val
100315,train
100318,train
100319,train
100321,train
100324,train
100325,test
100326,train
100329,train
100332,train
100333,test
100334,test
100338,train
100346,test
100347,train
100348,train
100353,train
100354,train
100356,train
100357,val
100358,train
100361,test
100362,val
100363,train
100365,val
100366,train
100369,train
100373,train
100376,train
100377,val
100378,val
100380,train
100382,train
100386,train
100388,train
100389,train
100390,train
100393,train
100395,train
100396,train
100399,train
100402,val
100404,val
100407,train
100410,train
100411,train
100412,train
100414,train
100415,test
100418,train
100419,val
100420,train
100421,val
100422,train
100424,train
100425,train
100427,train
100428,train
100429,test
100431,train
100432,train
100433,test
100434,train
100436,val
100438,train
100440,test
100442,train
100443,train
100445,train
100446,train
100447,train
100451,val
100454,train
100455,train
100460,train
100463,val
100464,train
100465,test
100468,train
100469,val
100474,train
100476,train
100480,train
100481,test
100483,val
100484,val
100485,train
100486,train
100490,train
100492,train
100494,test
100497,train
100499,train
100500,train
100501,train
100505,train
100508,train
100509,train
100510,test
100511,train
100513,train
100514,train
100515,train
100516,train
100517,train
100521,val
100524,train
100526,val
100528,val
100530,val
100531,train
100532,train
100534,val
100535,train
100537,test
100540,test
100544,val
100546,train
100548,train
100549,train
100551,train
100554,train
100556,val
100557,test
100558,test
100560,train
100563,val
100565,train
100568,val
100570,train
100571,train
100572,train
100574,train
100575,train
100576,val
100577,test
100579,train
100580,val
100581,train
100582,train
100583,test
100584,train
100586,val
100589,test
100590,train
100594,val
100597,train
100599,train
100608,train
100610,train
100611,train
100613,train
100617,train
100619,train
100621,train
100622,train
100623,train
100624,train
100625,train
100627,train
100628,val
100629,test
100632,test
100633,test
100634,train
100635,train
100636,train
100638,train
100639,test
100641,train
100642,train
100644,train
100646,train
100647,train
100649,train
100650,test
100653,train
100654,train
100657,train
100663,train
100667,train
100670,train
100672,train
100673,train
100674,train
100675,train
100677,train
100681,val
100684,train
100689,train
100692,train
100693,val
100696,train
100697,train
100698,train
100701,train
100705,train
100706,train
100707,val
100709,train
100710,train
100711,train
100713,train
100714,train
100715,train
100716,test
100717,train
100720,train
100721,train
100723,train
100725,train
100726,train
100727,train
100728,train
100730,train
100732,train
100733,train
100735,train
100738,train
100739,train
100740,train
100741,val
100742,train
100743,val
100745,train
100747,train
100748,val
100749,test
100752,test
100754,train
100756,train
100759,val
100760,train
100761,train
100764,train
100765,train
100768,test
100771,test
100772,train
100774,train
100775,test
100780,train
100782,train
100787,train
100788,train
100790,train
100792,train
100795,train
100800,train
100801,test
100802,train
100805,train
100815,train
100816,train
100817,train
100818,train
100819,test
100821,train
100825,train
100827,test
100829,train
100831,train
100832,train
100834,val
100836,val
100837,test
100838,train
100840,val
100841,test
100843,val
100844,train
100846,val
100847,train
100848,val
100849,val
100851,train
100853,test
100855,train
100856,test
100860,train
100861,train
100862,train
100865,val
100866,train
100872,val
100874,train
100875,val
100876,train
100877,val
100879,test
100880,train
100881,train
100886,train
100887,train
100890,test
100892,train
100895,train
100896,train
100898,val
100902,train
100905,train
100907,train
100910,test
100911,train
100913,val
100914,train
100915,val
100919,val
100920,train
100923,train
100924,train
100925,val
100926,train
100928,train
100929,train
100930,train
100933,train
100934,train
100935,train
100936,test
100937,train
100938,val
100941,val
100942,test
100943,train
100947,train
100948,train
100949,train
100950,train
100951,val
100952,train
100954,train
100955,train
100961,val
100963,test
100965,train
100966,train
100967,train
100968,train
100969,train
100971,train
100972,train
100973,train
100975,train
100980,train
100983,train
100985,train
100986,test
100987,train
100988,val
100989,train
100992,test
100994,test
100996,val
100997,train
100999,train
101001,train
101002,train
101003,train
101004,val
101005,train
101006,train
101007,train
101009,val
101010,test
101011,train
101013,train
101014,val
101015,test
101017,test
101018,train
101019,train
101021,train
101022,test
101023,test
101024,val
101025,train
101026,train
101027,train
101028,train
101030,train
101031,train
101033,test
101034,train
101036,train
101037,train
101040,test
101043,train
101046,train
101049,train
101051,train
101052,train
101060,train
101063,train
101064,train
101065,val
101068,val
101069,train
101070,train
101073,test
101075,train
101076,val
101077,test
101078,train
101079,train
101084,val
101085,val
101086,val
101087,train
101088,val
101091,train
101093,train
101095,train
101096,val
101097,train
101099,train
101101,train
101102,train
101103,train
101106,train
101107,train
101108,train
101109,train
101111,train
101112,test
101115,train
101118,train
101119,train
101120,train
101122,train
101123,train
101124,train
101125,train
101126,train
101127,train
101132,train
101134,train
101136,train
101138,train
101139,train
101141,train
101143,train
101147,train
101148,train
101149,train
101151,train
101153,train
101155,test
101160,train
101162,val
101163,train
101164,train
101166,train
101169,train
101171,train
101173,train
101174,train
101175,train
101176,train
101177,train
101179,train
101180,val
101181,train
101182,train
101183,train
101185,test
101186,train
101187,train
101190,train
101191,train
101193,train
101194,test
101195,test
101196,test
101199,test
101200,train
101201,train
101204,test
101206,train
101207,train
101209,train
101211,train
101212,train
101213,val
101214,train
101216,train
101217,train
101218,val
101220,train
101221,train
101222,train
101226,train
101227,train
101228,val
101229,train
101230,train
101232,train
101236,train
101238,train
101239,train
101241,train
101242,train
101243,train
101246,train
101247,train
101248,train
101249,test
101250,train
101252,train
101253,test
101254,train
101255,train
101256,val
101258,val
101260,train
101262,train
101264,val
101265,test
101266,train
101273,train
101274,train
101275,test
101277,train
101278,train
101281,train
101282,train
101283,train
101284,val
101285,train
101286,train
101288,train
101289,test
101291,val
101294,train
101298,train
101300,train
101307,val
101308,train
101311,train
101312,train
101313,train
101316,train
101319,val
101320,train
101322,train
101323,val
101324,train
101327,train
101328,train
101330,train
101333,test
101335,train
101336,train
101339,train
101340,test
101342,val
101343,train
101345,train
101348,train
101349,train
101350,train
101351,test
101355,val
101356,val
101357,train
101359,val
101360,train
101362,train
101363,train
101365,val
101366,train
101369,val
101370,train
101372,train
101375,test
101378,train
101379,train
101382,train
101384,train
101385,val
101386,test
101387,test
101389,test
101390,train
101391,train
101393,test
101394,train
101396,val
101397,train
101398,train
101399,train
101400,val
101401,train
101402,train
101404,train
101405,train
101407,test
101411,train
101412,train
101414,train
101415,test
101416,test
101421,train
101423,val
101426,test
101427,test
101430,train
101431,test
101432,train
101434,train
101438,train
101439,train
101442,train
101443,train
101444,train
101446,val
101448,train
101449,train
101450,val
101454,train
101455,train
101458,val
101461,train
101462,train
101463,test
101464,train
101467,train
101468,val
101470,train
101472,train
101475,test
101478,train
101479,train
101480,val
101481,train
101483,train
101484,test
101486,train
101487,train
101488,train
101489,train
101490,train
101493,train
101498,train
101500,val
101501,train
101502,train
101505,val
101508,train
101510,test
101513,val
101515,test
101516,val
101517,train
101518,train
101520,train
101522,train
101523,train
101527,train
101530,test
101535,train
101537,train
101541,train
101542,train
101544,val
101545,test
101546,train
101547,train
101548,test
101549,test
101550,train
101551,train
101552,val
101556,train
101558,test
101559,train
101560,test
101562,train
101563,train
101565,train
101570,train
101571,val
101572,val
101574,test
101575,train
101577,train
101578,train
101579,train
101580,val
101581,train
101584,val
101587,train
101588,train
101589,train
101590,train
101593,train
101594,train
101596,train
101597,val
101599,train
101601,val
101604,test
101605,train
101606,train
101608,train
101609,val
101612,train
101613,test
101616,test
101620,val
101621,val
101623,train
101625,val
101626,train
101627,train
101631,train
101634,train
101635,train
101636,train
101638,val
101640,test
101642,train
101645,val
101647,train
101649,train
101652,train
101653,val
101654,train
101655,train
101656,train
101657,train
101658,val
101659,train
101660,train
101661,test
101662,train
101664,val
101667,train
101668,test
101669,train
101670,train
101671,train
101675,train
101676,train
101677,val
101679,train
101681,train
101682,train
101687,val
101688,test
101689,train
101690,train
101692,test
101693,val
101694,train
101695,train
101697,val
101698,train
101700,train
101701,train
101702,val
101704,val
101705,train
101707,train
101708,train
101709,val
101710,test
101711,train
101714,test
101716,train
101718,train
101721,train
101722,test
101723,train
101724,train
101725,train
101726,val
101727,train
101728,train
101729,train
101730,train
101731,train
101732,train
101733,train
101736,train
101737,train
101740,train
101742,train
101743,train
101744,train
101750,train
101753,train
101754,val
101755,train
101756,train
101758,train
101760,train
101761,train
101762,test
101763,train
101764,test
101765,train
101766,train
101768,train
101771,test
101772,val
101774,test
101775,train
101777,train
101778,test
101779,train
101780,train
101781,test
101782,train
101783,train
101784,val
101785,val
101786,train
101787,val
101790,train
101793,train
101794,train
101795,train
101799,train
101802,train
101807,train
101809,test
101811,train
101814,train
101817,val
101821,train
101822,test
101823,train
101824,train
101828,train
101829,test
101830,test
101832,test
101834,test
101837,train
101838,train
101839,train
101840,train
101841,test
101842,test
101843,test
101844,val
101845,train
101846,train
101847,val
101848,val
101850,val
101852,train
101853,train
101859,val
101860,test
101861,train
101862,train
101864,train
101865,train
101866,train
101867,train
101870,train
101871,val
101874,train
101875,train
101876,val
101878,val
101879,test
101880,test
101882,val
101883,train
101884,val
101885,train
101888,test
101893,test
101894,train
101895,train
101896,train
101899,val
101901,test
101903,train
101904,train
101905,train
101910,val
101911,train
101912,val
101915,train
101917,train
101919,train
101920,train
101922,train
101924,train
101928,train
101934,train
101936,train
101937,train
101941,train
101945,train
101947,val
101949,train
101950,test
101957,val
101959,train
101962,train
101965,train
101966,test
101971,val
101973,val
101976,train
101977,val
101978,val
101980,train
101981,train
101985,test
101987,test
101989,train
101990,train
101993,train
101995,train
102000,train
102001,train
102002,test
102003,train
102005,train
102007,train
102008,test
102012,val
102015,val
102018,val
102021,train
102022,train
102024,val
102026,test
102027,train
102028,train
102030,train
102031,train
102032,train
102035,val
102037,test
102039,train
102041,train
102044,test
102045,train
102046,train
102047,train
102048,train
102050,train
102052,train
102054,train
102055,test
102057,train
102058,train
102060,train
102064,train
102067,train
102068,train
102070,test
102072,train
102073,train
102074,train
102078,val
102079,val
102081,train
102082,train
102088,train
102091,train
102092,train
102093,train
102096,train
102099,test
102100,train
102101,test
102103,val
102105,val
102106,train
102107,val
102111,train
102112,train
102113,val
102116,val
102117,train
102121,train
102126,train
102128,train
102129,train
102130,train
102131,train
102132,train
102134,train
102135,train
102137,train
102139,train
102147,train
102148,train
102149,train
102151,test
102152,train
102153,test
102154,val
102155,train
102158,test
102160,train
102162,train
102163,train
102167,val
102168,train
102169,train
102170,train
102171,val
102173,train
102177,train
102178,train
102179,train
102181,train
102182,test
102183,test
102184,val
102185,train
102187,train
102191,train
102192,train
102193,train
102194,train
102196,train
102198,train
102199,train
102201,test
102202,train
102204,train
102207,test
102210,train
102211,train
102212,val
102214,val
102215,train
102217,test
102218,train
102219,train
102221,train
102223,train
102225,train
102226,train
102229,train
102232,test
102234,val
102238,train
102239,train
102240,val
102241,train
102242,train
102243,train
102244,train
102245,train
102248,train
102249,test
102250,train
102251,test
102254,train
102255,train
102256,train
102258,train
102259,train
102260,train
102263,train
102265,train
102266,train
102267,train
102269,train
102271,train
102272,train
102276,test
102278,train
102279,train
102281,train
102283,train
102285,train
102288,train
102296,train
102300,train
102301,train
102302,train
102306,train
102307,val
102309,train
102311,train
102313,train
102315,test
102317,val
102320,test
102321,train
102322,train
102324,train
102326,train
102328,train
102329,train
102331,train
102333,train
102334,train
102336,train
102337,test
102338,val
102340,test
102341,train
102342,train
102344,val
102345,train
102346,train
102348,train
102349,train
102350,train
102352,train
102353,val
102355,train
102356,train
102358,train
102359,train
102360,train
102361,test
102362,train
102364,train
102365,train
102367,train
102368,train
102369,train
102370,test
102371,train
102372,val
102373,val
102377,test
102378,train
102379,train
102380,train
102381,train
102382,train
102383,train
102386,train
102387,test
102389,train
102391,train
102392,val
102393,train
102395,train
102396,train
102397,train
102399,train
102400,train
102401,train
102405,val
102407,train
102410,train
102411,test
102415,train
102418,test
102419,train
102420,train
102421,train
102423,train
102424,train
102425,val
102427,test
102428,train
102429,train
102432,val
102434,train
102436,train
102442,train
102443,train
102444,train
102445,train
102447,train
102450,test
102452,train
102454,test
102455,train
102456,test
102457,train
102458,train
102460,train
102461,train
102464,train
102465,train
102466,val
102467,train
102469,train
102471,train
102472,train
102473,test
102474,train
102475,train
102478,train
102480,train
102482,train
102483,test
102486,train
102488,test
102489,val
102490,train
102492,val
102493,train
102494,val
102495,train
102497,test
102501,train
102504,val
102505,train
102506,test
102507,train
102508,val
102509,test
102512,train
102514,train
102515,train
102516,train
102517,train
102518,train
102520,train
102522,test
102524,val
102526,train
102528,train
102529,train
102532,train
102533,train
102541,train
102542,test
102544,train
102546,train
102548,train
102551,train
102553,test
102554,val
102556,train
102559,val
102560,train
102562,val
102568,train
102573,train
102574,train
102576,train
102578,train
102579,train
102580,test
102581,train
102585,train
102586,train
102588,train
102589,test
102590,val
102591,val
102593,test
102597,train
102598,train
102600,val
102605,train
102606,train
102609,train
102611,train
102612,test
102615,train
102616,val
102617,train
102618,val
102619,train
102620,test
102621,val
102622,train
102623,train
102624,train
102625,val
102626,test
102628,train
102629,train
102631,val
102633,val
102634,train
102635,train
102637,train
102638,train
102641,train
102642,train
102644,train
102648,test
102649,train
102650,train
102651,train
102653,train
102655,train
102656,train
102657,train
102659,train
102661,train
102664,train
102665,train
102666,train
102667,test
102668,test
102669,train
102671,train
102672,train
102673,train
102674,val
102675,train
102676,train
102679,test
102680,test
102682,train
102683,train
102684,test
102685,train
102686,val
102687,train
102688,test
102689,train
102694,val
102696,train
102697,test
102701,train
102702,train
102704,train
102706,val
102707,train
102708,test
102710,train
102713,train
102718,train
102720,test
102721,train
102722,val
102723,train
102724,train
102726,test
102729,train
102730,train
102731,test
102732,train
102733,train
102737,train
102743,val
102746,train
102747,val
102750,train
102753,train
102754,train
102756,train
102758,train
102759,train
102761,test
102762,train
102763,train
102766,test
102768,train
102771,val
102772,test
102773,val
102775,train
102776,val
102777,train
102778,train
102779,train
102781,val
102783,train
102785,train
102786,test
102788,train
102789,train
102790,test
102791,train
102792,train
102793,train
102794,train
102797,val
102798,train
102799,train
102800,train
102801,train
102802,train
102805,test
102807,train
102808,train
102809,val
102811,train
102815,train
102816,train
102819,train
102820,train
102821,train
102823,train
102826,train
102828,train
102831,train
102832,train
102833,train
102834,train
102835,train
102836,train
102838,train
102841,train
102845,train
102846,train
102847,test
102849,train
102850,train
102851,train
102853,train
102854,val
102855,val
102856,train
102858,train
102860,train
102861,train
102863,train
102865,val
102866,val
102868,train
102869,test
102870,train
102871,train
102872,train
102873,test
102875,train
102876,train
102878,train
102879,train
102880,train
102883,train
102884,train
102885,train
102886,test
102887,train
102889,train
102890,train
102892,val
102893,val
102894,train
102895,train
102899,train
102901,test
102903,train
102904,train
102907,train
102908,test
102910,test
102911,train
102913,test
102914,test
102916,train
102917,train
102918,train
102920,train
102921,val
102922,train
102923,val
102924,train
102929,train
102933,train
102934,val
102935,train
102943,test
102944,train
102946,val
102947,test
102948,train
102949,val
102952,train
102953,train
102954,train
102956,train
